station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBGR,2025-01-03 00:00,71.60,66.20,83.09,70.00,8.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,4000.00,8000.00,M,M,TS VCSH,M,M,M,M,M,M,71.60,SBGR 030000Z 07008KT 9999 TS VCSH FEW040CB BKN080 22/19 Q1015,M
SBAN,2025-01-03 00:00,68.00,66.20,93.97,0.00,0.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 030000Z 00000KT 9999 FEW030 SCT100 20/19 Q1018,M
SBGR,2025-01-03 00:25,71.60,66.20,83.09,130.00,4.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,4000.00,7000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 030025Z 13004KT 9999 FEW040TCU BKN070 22/19 Q1014 RETS,M
SBAN,2025-01-03 01:00,66.20,66.20,100.00,0.00,0.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 030100Z 00000KT 9999 FEW030 SCT100 19/19 Q1019,M
SBGR,2025-01-03 01:00,69.80,68.00,94.01,160.00,3.00,0.00,29.97,M,6.21,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,69.80,SBGR 030100Z 16003KT 9999 -RA NSC 21/20 Q1015 RETS,M
SBGR,2025-01-03 02:00,69.80,68.00,94.01,130.00,3.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030200Z 13003KT CAVOK 21/20 Q1015,M
SBAN,2025-01-03 02:00,68.00,66.20,93.97,310.00,2.00,0.00,30.12,M,6.21,M,FEW,BKN,M,M,2500.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 030200Z 31002KT 9999 FEW025 BKN070 20/19 Q1020,M
SBAN,2025-01-03 03:00,66.20,66.20,100.00,330.00,1.00,0.00,30.09,M,6.21,M,FEW,FEW,BKN,M,2500.00,3500.00,7000.00,M,M,M,M,M,M,M,M,66.20,SBAN 030300Z 33001KT 9999 FEW025 FEW035TCU BKN070 19/19 Q1019,M
SBGR,2025-01-03 03:00,69.80,66.20,88.34,70.00,5.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,1300.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 030300Z 07005KT 9999 FEW013 BKN100 21/19 Q1015,M
SBGR,2025-01-03 04:00,69.80,66.20,88.34,20.00,9.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030400Z 02009KT CAVOK 21/19 Q1014,M
SBAN,2025-01-03 04:00,66.20,64.40,93.92,320.00,2.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 030400Z 32002KT 9999 FEW010 SCT100 19/18 Q1020,M
SBAN,2025-01-03 05:00,66.20,66.20,100.00,300.00,2.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 030500Z 30002KT 9999 FEW010 SCT100 19/19 Q1020,M
SBGR,2025-01-03 05:00,69.80,66.20,88.34,90.00,3.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030500Z 09003KT CAVOK 21/19 Q1012,M
SBGR,2025-01-03 06:00,69.80,66.20,88.34,80.00,2.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030600Z 08002KT CAVOK 21/19 Q1012,M
SBAN,2025-01-03 06:00,64.40,64.40,100.00,320.00,2.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 030600Z 32002KT 9999 FEW010 SCT100 18/18 Q1018,M
SBAN,2025-01-03 07:00,64.40,64.40,100.00,310.00,2.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,800.00,10000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 030700Z 31002KT 9999 FEW008 SCT100 18/18 Q1018,M
SBGR,2025-01-03 07:00,68.00,66.20,93.97,90.00,4.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 030700Z 09004KT CAVOK 20/19 Q1012,M
SBGR,2025-01-03 08:00,69.80,62.60,77.90,40.00,2.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030800Z 04002KT CAVOK 21/17 Q1012,M
SBAN,2025-01-03 08:00,64.40,64.40,100.00,310.00,2.00,0.00,30.06,M,6.21,M,FEW,SCT,M,M,1000.00,10000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 030800Z 31002KT 9999 FEW010 SCT100 18/18 Q1018,M
SBGR,2025-01-03 09:00,69.80,64.40,82.98,20.00,6.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 030900Z 02006KT CAVOK 21/18 Q1012,M
SBAN,2025-01-03 09:00,66.20,66.20,100.00,350.00,2.00,0.00,30.06,M,0.50,M,BKN,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,66.20,SBAN 030900Z 35002KT 0800 R06L/P2000 R24R/P2000 FG BKN002 19/19 Q1018,M
SBGR,2025-01-03 10:00,71.60,64.40,78.04,330.00,4.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 031000Z 33004KT CAVOK 22/18 Q1013,M
SBAN,2025-01-03 10:00,66.20,66.20,100.00,320.00,2.00,0.00,30.09,M,6.21,M,SCT,SCT,M,M,200.00,7000.00,M,M,BCFG,M,M,M,M,M,M,66.20,SBAN 031000Z 32002KT 9999 3000N BCFG SCT002 SCT070 19/19 Q1019,M
SBGR,2025-01-03 11:00,77.00,64.40,65.12,310.00,5.00,0.00,29.94,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 031100Z 31005KT 9999 FEW040 25/18 Q1014,M
SBAN,2025-01-03 11:00,69.80,68.00,94.01,330.00,3.00,0.00,30.12,M,6.21,M,SCT,SCT,M,M,400.00,1000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 031100Z 33003KT 9999 SCT004 SCT010 21/20 Q1020,M
SBAN,2025-01-03 12:00,69.80,66.20,88.34,330.00,5.00,0.00,30.15,M,6.21,M,BKN,SCT,FEW,M,700.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,69.80,SBAN 031200Z 33005KT 9999 VCSH BKN007 SCT015 FEW020TCU 21/19 Q1021,M
SBGR,2025-01-03 12:00,78.80,66.20,65.33,320.00,12.00,0.00,29.94,M,6.21,23.00,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 031200Z 32012G23KT 9999 SCT020 26/19 Q1014,M
SBAN,2025-01-03 13:00,71.60,69.80,94.06,320.00,4.00,0.00,30.15,M,6.21,M,FEW,BKN,FEW,M,500.00,700.00,2000.00,M,SHRA,M,M,M,M,M,M,71.60,SBAN 031300Z 32004KT 9999 4000N SHRA FEW005 BKN007 FEW020TCU 22/21 Q1021,M
SBGR,2025-01-03 13:00,80.60,66.20,61.58,330.00,13.00,0.00,29.91,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,82.75,SBGR 031300Z 33013KT 9999 SCT030 27/19 Q1013,M
SBAN,2025-01-03 13:06,68.00,68.00,100.00,330.00,5.00,0.00,30.15,M,6.21,M,BKN,SCT,FEW,M,300.00,1500.00,2000.00,M,SHRA,M,M,M,M,M,M,68.00,SBAN 031306Z 33005KT 9999 4000N SHRA BKN003 SCT015 FEW020TCU 20/20 Q1021,M
SBGR,2025-01-03 14:00,82.40,68.00,61.81,310.00,11.00,0.00,29.91,M,6.21,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,85.38,SBGR 031400Z 31011KT 9999 BKN035 28/20 Q1013,M
SBAN,2025-01-03 14:00,68.00,68.00,100.00,340.00,5.00,0.00,30.15,M,6.21,M,BKN,SCT,M,M,400.00,2000.00,M,M,VCSH,M,M,M,M,M,M,68.00,SBAN 031400Z 34005KT 9999 VCSH BKN004 SCT020 20/20 Q1021 RESHRA,M
SBAN,2025-01-03 14:06,69.80,68.00,94.01,340.00,5.00,0.00,30.12,M,6.21,M,FEW,SCT,M,M,500.00,1500.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 031406Z 34005KT 9999 FEW005 SCT015 21/20 Q1020,M
SBAN,2025-01-03 15:00,75.20,66.20,73.61,330.00,5.00,0.00,30.12,M,6.21,15.00,FEW,SCT,M,M,1500.00,3000.00,M,M,M,M,M,M,M,M,M,75.20,SBAN 031500Z 33005G15KT 9999 FEW015 SCT030 24/19 Q1020,M
SBGR,2025-01-03 15:00,84.20,66.20,54.80,320.00,12.00,0.00,29.91,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,86.50,SBGR 031500Z 32012KT 9999 BKN040 29/19 Q1013,M
SBAN,2025-01-03 16:00,78.80,66.20,65.33,330.00,5.00,0.00,30.09,M,6.21,M,FEW,FEW,M,M,2000.00,3000.00,M,M,M,M,M,M,M,M,M,78.80,SBAN 031600Z 33005KT 9999 FEW020 FEW030TCU 26/19 Q1019,M
SBGR,2025-01-03 16:00,86.00,68.00,55.04,290.00,12.00,0.00,29.88,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,89.41,SBGR 031600Z 29012KT 9999 BKN040 30/20 Q1012,M
SBAN,2025-01-03 17:00,80.60,66.20,61.58,340.00,5.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,82.75,SBAN 031700Z 34005KT 9999 SCT020 SCT070 27/19 Q1018,M
SBGR,2025-01-03 17:00,86.00,66.20,51.72,270.00,9.00,0.00,29.85,M,6.21,M,BKN,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,88.39,SBGR 031700Z 27009KT 240V320 9999 BKN044 30/19 Q1011,M
SBGR,2025-01-03 18:00,86.00,68.00,55.04,310.00,13.00,0.00,29.85,M,6.21,M,BKN,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,89.41,SBGR 031800Z 31013KT 280V340 9999 BKN045 30/20 Q1011,M
SBAN,2025-01-03 18:00,80.60,66.20,61.58,330.00,4.00,0.00,30.00,M,6.21,M,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,82.75,SBAN 031800Z 33004KT 9999 SCT025 27/19 Q1016,M
SBGR,2025-01-03 18:17,82.40,68.00,61.81,330.00,17.00,0.00,29.85,M,6.21,M,SCT,FEW,BKN,M,3500.00,5000.00,6600.00,M,TS,M,M,M,M,M,M,85.38,COR SBGR 031817Z 33017KT 9999 TS SCT035 FEW050CB BKN066 28/20 Q1011,M
SBGR,2025-01-03 18:28,80.60,68.00,65.54,330.00,19.00,0.00,29.85,M,6.21,31.00,SCT,FEW,BKN,M,3500.00,5000.00,6600.00,M,-TSRA,M,M,M,M,M,M,83.29,SBGR 031828Z 33019G31KT 9999 3000NW -TSRA SCT035 FEW050CB BKN066 27/20 Q1011,M
SBGR,2025-01-03 19:00,73.40,62.60,68.94,320.00,15.00,0.00,29.83,M,6.21,28.00,SCT,FEW,BKN,M,3200.00,5000.00,6600.00,M,-TSRA,M,M,M,M,M,M,73.40,SBGR 031900Z 32015G28KT 290V350 9999 -TSRA SCT032 FEW050CB BKN066 23/17 Q1010,M
SBAN,2025-01-03 19:00,80.60,66.20,61.58,350.00,3.00,0.00,29.97,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,82.75,SBAN 031900Z 35003KT 9999 SCT030 27/19 Q1015,M
SBGR,2025-01-03 19:30,75.20,68.00,78.34,240.00,6.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,4300.00,10000.00,M,M,M,M,M,M,M,M,M,75.20,SBGR 031930Z 24006KT 9999 BKN043 BKN100 24/20 Q1010 RETS,M
SBAN,2025-01-03 20:00,80.60,66.20,61.58,330.00,3.00,0.00,29.97,M,6.21,M,SCT,SCT,M,M,3500.00,7000.00,M,M,M,M,M,M,M,M,M,82.75,SBAN 032000Z 33003KT 9999 SCT035 SCT070 27/19 Q1015,M
SBGR,2025-01-03 20:00,77.00,69.80,78.48,270.00,6.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,4300.00,10000.00,M,M,M,M,M,M,M,M,M,77.00,SBGR 032000Z 27006KT 9999 BKN043 BKN100 25/21 Q1010 RETS,M
SBGR,2025-01-03 21:00,77.00,68.00,73.78,20.00,1.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 032100Z 02001KT CAVOK 25/20 Q1010,M
SBAN,2025-01-03 21:00,77.00,64.40,65.12,320.00,2.00,0.00,29.97,M,6.21,M,FEW,FEW,SCT,M,3000.00,3500.00,7000.00,M,M,M,M,M,M,M,M,77.00,SBAN 032100Z 32002KT 9999 FEW030 FEW035TCU SCT070 25/18 Q1015,M
SBAN,2025-01-03 22:00,75.20,68.00,78.34,10.00,2.00,0.00,30.00,M,6.21,M,FEW,FEW,SCT,M,4000.00,4500.00,10000.00,M,M,M,M,M,M,M,M,75.20,SBAN 032200Z 01002KT 9999 FEW040 FEW045TCU SCT100 24/20 Q1016,M
SBGR,2025-01-03 22:00,77.00,68.00,73.78,360.00,5.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 032200Z 36005KT 340V040 CAVOK 25/20 Q1011,M
SBGR,2025-01-03 23:00,75.20,68.00,78.34,30.00,7.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 032300Z 03007KT CAVOK 24/20 Q1011,M
SBAN,2025-01-03 23:00,73.40,68.00,83.21,350.00,1.00,0.00,30.00,M,6.21,M,FEW,FEW,SCT,M,4000.00,4500.00,10000.00,M,M,M,M,M,M,M,M,73.40,SBAN 032300Z 35001KT 9999 FEW040 FEW045TCU SCT100 23/20 Q1016,M
SBGR,2025-01-04 00:00,75.20,68.00,78.34,360.00,6.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 040000Z 36006KT 320V050 CAVOK 24/20 Q1012,M
SBAN,2025-01-04 00:00,69.80,69.80,100.00,0.00,0.00,0.00,30.03,M,6.21,M,FEW,FEW,SCT,M,2000.00,3000.00,10000.00,M,M,M,M,M,M,M,M,69.80,SBAN 040000Z 00000KT 9999 FEW020 FEW030TCU SCT100 21/21 Q1017,M
SBGR,2025-01-04 01:00,75.20,66.20,73.61,360.00,6.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 040100Z 36006KT CAVOK 24/19 Q1013,M
SBAN,2025-01-04 01:00,69.80,69.80,100.00,310.00,1.00,0.00,30.06,M,6.21,M,FEW,FEW,SCT,M,4000.00,4500.00,7000.00,M,M,M,M,M,M,M,M,69.80,SBAN 040100Z 31001KT 9999 FEW040 FEW045TCU SCT070 21/21 Q1018,M
SBGR,2025-01-04 02:00,75.20,66.20,73.61,40.00,5.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 040200Z 04005KT CAVOK 24/19 Q1013,M
SBAN,2025-01-04 02:00,69.80,69.80,100.00,190.00,5.00,0.00,30.09,M,6.21,M,FEW,FEW,SCT,M,2000.00,3000.00,7000.00,M,VCTS,M,M,M,M,M,M,69.80,SBAN 040200Z 19005KT 9999 VCTS FEW020 FEW030CB SCT070 21/21 Q1019,M
SBGR,2025-01-04 03:00,73.40,66.20,78.19,320.00,3.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 040300Z 32003KT CAVOK 23/19 Q1013,M
SBAN,2025-01-04 03:00,68.00,68.00,100.00,150.00,3.00,0.00,30.09,M,6.21,M,SCT,FEW,SCT,M,2000.00,3000.00,7000.00,M,VCTS,M,M,M,M,M,M,68.00,SBAN 040300Z 15003KT 9999 VCTS SCT020 FEW030CB SCT070 20/20 Q1019,M
SBAN,2025-01-04 04:00,69.80,69.80,100.00,180.00,5.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 040400Z 18005KT 9999 FEW020 SCT100 21/21 Q1019,M
SBGR,2025-01-04 04:00,73.40,66.20,78.19,310.00,4.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 040400Z 31004KT CAVOK 23/19 Q1012,M
SBGR,2025-01-04 05:00,71.60,64.40,78.04,310.00,6.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 040500Z 31006KT CAVOK 22/18 Q1011 WS R10L,M
SBAN,2025-01-04 05:00,69.80,69.80,100.00,140.00,4.00,0.00,30.09,M,6.21,M,FEW,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 040500Z 14004KT 9999 FEW020 SCT100 21/21 Q1019,M
SBGR,2025-01-04 06:00,71.60,64.40,78.04,310.00,6.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 040600Z 31006KT CAVOK 22/18 Q1011,M
SBAN,2025-01-04 06:00,68.00,68.00,100.00,130.00,5.00,0.00,30.09,M,6.21,M,SCT,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 040600Z 13005KT 9999 SCT020 SCT100 20/20 Q1019,M
SBAN,2025-01-04 07:00,68.00,68.00,100.00,180.00,5.00,0.00,30.09,M,6.21,M,SCT,SCT,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 040700Z 18005KT 9999 SCT020 SCT100 20/20 Q1019,M
SBGR,2025-01-04 07:00,71.60,64.40,78.04,0.00,0.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 040700Z 00000KT CAVOK 22/18 Q1011,M
SBAN,2025-01-04 08:00,66.20,66.20,100.00,170.00,6.00,0.00,30.09,M,6.21,M,SCT,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 040800Z 17006KT 9999 SCT020 BKN100 19/19 Q1019,M
SBGR,2025-01-04 08:00,73.40,64.40,73.44,350.00,6.00,0.00,29.88,M,6.21,16.00,FEW,FEW,BKN,M,2300.00,4500.00,8300.00,M,VCTS,M,M,M,M,M,M,73.40,SBGR 040800Z 35006G16KT 9999 VCTS FEW023 FEW045CB BKN083 23/18 Q1012,M
SBGR,2025-01-04 09:00,71.60,64.40,78.04,280.00,4.00,0.00,29.88,M,6.21,M,BKN,FEW,BKN,M,1700.00,4500.00,8300.00,M,VCTS,M,M,M,M,M,M,71.60,SBGR 040900Z 28004KT 9999 VCTS BKN017 FEW045CB BKN083 22/18 Q1012,M
SBAN,2025-01-04 09:00,68.00,68.00,100.00,340.00,1.00,0.00,30.03,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 040900Z 34001KT 9999 FEW040 20/20 Q1017,M
SBGR,2025-01-04 10:00,71.60,66.20,83.09,340.00,7.00,0.00,29.91,M,6.21,M,SCT,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 041000Z 34007KT 9999 SCT015 22/19 Q1013,M
SBAN,2025-01-04 10:00,69.80,69.80,100.00,0.00,0.00,0.00,30.06,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 041000Z 00000KT 9999 FEW040 21/21 Q1018,M
SBAN,2025-01-04 11:00,71.60,69.80,94.06,320.00,2.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBAN 041100Z 32002KT CAVOK 22/21 Q1018,M
SBGR,2025-01-04 11:00,75.20,66.20,73.61,330.00,4.00,0.00,29.91,M,6.21,M,SCT,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 041100Z 33004KT 9999 SCT019 24/19 Q1013,M
SBGR,2025-01-04 12:00,78.80,66.20,65.33,320.00,9.00,0.00,29.91,M,6.21,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 041200Z 32009KT 9999 SCT020 26/19 Q1013,M
SBAN,2025-01-04 12:00,77.00,68.00,73.78,320.00,3.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,77.00,SBAN 041200Z 32003KT 9999 FEW020 BKN100 25/20 Q1018,M
SBAN,2025-01-04 13:00,78.80,68.00,69.52,M,3.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,78.80,SBAN 041300Z VRB03KT 9999 SCT020 BKN100 26/20 Q1018,M
SBGR,2025-01-04 13:00,78.80,66.20,65.33,320.00,8.00,0.00,29.91,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 041300Z 32008KT 9999 BKN025 26/19 Q1013,M
SBGR,2025-01-04 14:00,82.40,66.20,58.08,300.00,11.00,0.00,29.91,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,84.63,SBGR 041400Z 30011KT 9999 BKN030 28/19 Q1013,M
SBAN,2025-01-04 14:00,80.60,66.20,61.58,M,4.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,2500.00,10000.00,M,M,M,M,M,M,M,M,M,82.75,SBAN 041400Z VRB04KT 9999 SCT025 SCT100 27/19 Q1018,M
SBAN,2025-01-04 15:00,82.40,66.20,58.08,M,4.00,0.00,30.03,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,84.63,SBAN 041500Z VRB04KT 9999 BKN030 28/19 Q1017,M
SBGR,2025-01-04 15:00,80.60,66.20,61.58,290.00,9.00,0.00,29.88,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,82.75,SBGR 041500Z 29009KT 9999 BKN030 27/19 Q1012,M
SBAN,2025-01-04 16:00,82.40,66.20,58.08,M,3.00,0.00,30.00,M,6.21,M,BKN,FEW,M,M,3000.00,3500.00,M,M,VCSH,M,M,M,M,M,M,84.63,SBAN 041600Z VRB03KT 9999 VCSH BKN030 FEW035TCU 28/19 Q1016,M
SBGR,2025-01-04 16:00,84.20,68.00,58.32,310.00,10.00,0.00,29.88,M,6.21,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,87.40,SBGR 041600Z 31010KT 9999 BKN035 29/20 Q1012,M
SBAN,2025-01-04 17:00,78.80,68.00,69.52,260.00,5.00,0.00,30.00,M,6.21,M,SCT,FEW,SCT,M,3000.00,3500.00,10000.00,M,VCSH,M,M,M,M,M,M,78.80,SBAN 041700Z 26005KT 180V350 9999 VCSH SCT030 FEW035TCU SCT100 26/20 Q1016,M
SBGR,2025-01-04 17:00,86.00,68.00,55.04,300.00,11.00,0.00,29.85,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,89.41,SBGR 041700Z 30011KT 9999 BKN040 30/20 Q1011,M
SBAN,2025-01-04 18:00,75.20,66.20,73.61,M,4.00,0.00,30.00,M,6.21,M,FEW,FEW,SCT,M,3000.00,3500.00,10000.00,M,VCTS VCSH,M,M,M,M,M,M,75.20,SBAN 041800Z VRB04KT 9999 VCTS VCSH FEW030 FEW035CB SCT100 24/19 Q1016,M
SBGR,2025-01-04 18:00,84.20,66.20,54.80,320.00,11.00,0.00,29.85,M,6.21,M,SCT,FEW,M,M,3500.00,4000.00,M,M,M,M,M,M,M,M,M,86.50,SBGR 041800Z 32011KT 9999 SCT035 FEW040TCU 29/19 Q1011,M
SBGR,2025-01-04 19:00,82.40,66.20,58.08,290.00,11.00,0.00,29.83,M,6.21,M,SCT,FEW,M,M,3500.00,4000.00,M,M,M,M,M,M,M,M,M,84.63,SBGR 041900Z 29011KT 9999 SCT035 FEW040TCU 28/19 Q1010,M
SBAN,2025-01-04 19:00,73.40,66.20,78.19,330.00,3.00,0.00,29.97,M,6.21,M,FEW,FEW,SCT,M,3000.00,3500.00,10000.00,M,M,M,M,M,M,M,M,73.40,SBAN 041900Z 33003KT 260V070 9999 FEW030 FEW035TCU SCT100 23/19 Q1015,M
SBGR,2025-01-04 20:00,80.60,64.40,57.84,300.00,8.00,0.00,29.83,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,82.27,SBGR 042000Z 30008KT 9999 SCT040 27/18 Q1010,M
SBAN,2025-01-04 20:00,75.20,64.40,69.14,M,3.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,75.20,SBAN 042000Z VRB03KT 9999 FEW030 SCT100 24/18 Q1015,M
SBGR,2025-01-04 21:00,80.60,62.60,54.30,310.00,8.00,0.00,29.80,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,81.84,SBGR 042100Z 31008KT 9999 FEW040 27/17 Q1009,M
SBAN,2025-01-04 21:00,71.60,68.00,88.43,M,4.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBAN 042100Z VRB04KT 9999 FEW030 SCT100 22/20 Q1015,M
SBAN,2025-01-04 22:00,71.60,66.20,83.09,220.00,7.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBAN 042200Z 22007KT CAVOK 22/19 Q1016,M
SBGR,2025-01-04 22:00,77.00,69.80,78.48,130.00,5.00,0.00,29.83,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 042200Z 13005KT 9999 FEW040 25/21 Q1010,M
SBAN,2025-01-04 23:00,69.80,64.40,82.98,190.00,3.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 042300Z 19003KT CAVOK 21/18 Q1017,M
SBGR,2025-01-04 23:00,75.20,69.80,83.32,130.00,5.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 042300Z 13005KT CAVOK 24/21 Q1012,M
SBAN,2025-01-05 00:00,69.80,66.20,88.34,60.00,2.00,0.00,30.03,M,6.21,M,FEW,SCT,M,M,4000.00,10000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 050000Z 06002KT 9999 FEW040 SCT100 21/19 Q1017,M
SBGR,2025-01-05 00:00,73.40,69.80,88.51,90.00,3.00,0.00,29.88,M,6.21,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 050000Z 09003KT 9999 SCT017 23/21 Q1012,M
